OverallQual,LotFrontage,SalePrice,OverallCond,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea
7,55.0,205000,7,7264,1925,2007,0.0,952,952,952,596,1548,5,672,0,0,0,144,0
7,129.0,201000,5,9196,2003,2003,0.0,1560,1560,1560,0,1560,7,573,150,0,0,0,0
4,140.0,141000,5,19138,1951,1951,0.0,744,864,864,0,864,4,400,0,0,0,0,0
9,107.0,415298,5,14450,2006,2007,315.0,2121,2121,2121,0,2121,8,732,98,0,0,142,0
7,83.0,192000,5,10005,1977,1977,299.0,768,1160,1156,866,2022,8,505,117,0,0,0,0
7,82.0,228500,6,11287,1989,1989,340.0,386,807,1175,807,1982,7,575,84,0,196,0,0
6,60.0,185000,5,7200,2006,2006,68.0,357,1262,1262,0,1262,5,572,120,0,0,0,0
7,34.0,207500,5,5063,2007,2008,166.0,410,1314,1314,0,1314,6,626,62,0,0,0,0
8,74.0,244600,5,9612,2008,2009,72.0,1468,1468,1468,0,1468,6,898,150,0,0,0,0
6,50.0,179200,5,8012,1992,1992,0.0,1145,1575,1575,0,1575,5,529,0,52,0,0,0
7,35.0,164700,5,4251,2006,2007,0.0,625,625,625,625,1250,5,528,54,0,0,0,0
6,77.0,159000,7,9786,1962,1981,0.0,312,912,1085,649,1734,7,440,0,0,0,128,0
4,,88000,4,8125,1971,1971,0.0,244,858,858,0,858,5,0,0,0,0,0,0
5,,122000,5,9819,1967,1967,31.0,432,882,900,0,900,5,280,0,0,0,0,0
6,60.0,153575,7,8730,1915,2003,0.0,698,698,698,698,1396,7,384,0,0,0,259,0
8,120.0,233230,5,15611,2006,2006,0.0,1079,1079,1079,840,1919,8,685,51,0,0,0,0
5,55.0,135900,6,5687,1912,2000,0.0,570,780,936,780,1716,9,0,184,0,0,0,0
5,60.0,131000,4,11409,1949,2008,0.0,476,768,1148,568,1716,8,281,0,0,0,160,0
7,,235000,7,16659,1977,1994,34.0,0,795,1468,795,2263,9,539,250,0,0,0,0
6,80.0,167000,5,9600,1953,1953,238.0,131,1416,1644,0,1644,7,418,0,0,0,0,0
6,37.0,142500,6,7937,1984,1984,0.0,184,1003,1003,0,1003,6,588,0,0,0,0,0
5,75.0,152000,5,13710,1950,1950,0.0,490,910,910,648,1558,6,282,0,0,0,0,0
7,66.0,239000,5,7399,1997,1998,1600.0,326,975,975,975,1950,7,576,10,0,0,198,0
6,90.0,175000,6,11700,1968,1968,365.0,143,702,1041,702,1743,7,539,0,0,0,0,0
6,80.0,158500,8,14000,1950,2004,0.0,1092,1092,1152,0,1152,6,300,36,0,0,0,0
5,90.0,157000,5,15750,1953,1953,56.0,324,1165,1336,0,1336,5,375,0,0,0,0,0
8,66.0,267000,5,16226,1998,1999,0.0,747,1028,1210,1242,2452,9,683,50,0,0,0,0
7,118.0,205000,5,13704,2001,2002,150.0,1541,1541,1541,0,1541,6,843,81,0,0,0,0
5,70.0,149900,7,9800,1972,1972,0.0,0,894,894,0,894,5,552,0,0,0,0,0
7,87.0,295000,9,18386,1880,2002,0.0,1470,1470,1675,1818,3493,10,870,0,0,0,0,0
8,80.0,305900,5,10386,2004,2005,246.0,536,2000,2000,0,2000,8,888,0,0,0,0,0
7,116.0,225000,5,13474,1990,1991,246.0,0,700,1122,1121,2243,8,746,44,224,0,0,0
6,,89500,7,7920,1920,1950,0.0,319,319,1035,371,1406,6,0,144,0,0,0,0
4,,82500,5,12342,1940,1950,0.0,599,861,861,0,861,4,539,0,0,0,0,0
9,90.0,360000,5,12378,2003,2004,0.0,622,1896,1944,0,1944,8,708,175,0,0,0,0
6,,165600,5,7685,1993,1994,112.0,179,697,697,804,1501,6,420,63,0,0,0,0
6,50.0,132000,6,8000,1948,2002,0.0,292,972,972,0,972,5,240,0,0,0,0,0
5,65.0,119900,7,7800,1939,1950,0.0,286,793,793,325,1118,5,410,0,0,0,271,0
7,150.0,375000,5,215245,1965,1965,0.0,80,2136,2036,0,2036,8,513,0,0,0,0,0
7,60.0,178000,7,9600,1925,1990,0.0,712,728,832,809,1641,6,546,0,234,0,0,0
7,71.0,188500,5,7795,2004,2005,0.0,291,716,716,716,1432,6,432,51,0,0,0,0
7,94.0,260000,7,13005,1980,1980,278.0,153,845,1153,1200,2353,10,484,195,0,0,0,0
8,75.0,270000,5,9000,2006,2006,0.0,1088,1088,1088,871,1959,8,1025,46,0,0,0,0
7,90.0,260000,5,9900,1993,1993,256.0,360,1347,1372,1274,2646,9,656,60,144,0,0,0
7,,187500,5,14115,1980,1980,225.0,336,1372,1472,0,1472,6,588,48,0,0,0,0
9,111.0,342643,5,16259,2006,2006,370.0,1249,1249,1249,1347,2596,9,840,154,0,0,0,0
8,99.0,354000,5,12099,2004,2004,388.0,166,1136,1136,1332,2468,10,872,154,0,0,0,0
7,86.0,301000,5,10380,1986,1987,172.0,0,1502,1553,1177,2730,8,576,96,0,0,0,0
3,49.0,126175,8,5820,1955,2005,0.0,906,1162,1163,0,1163,6,220,98,0,0,0,0
7,96.0,242000,7,11275,1967,2007,300.0,710,710,1898,1080,2978,11,564,0,0,0,0,0
5,50.0,87000,6,5000,1941,1950,0.0,604,720,803,0,803,5,360,0,244,0,0,0
8,32.0,324000,5,10846,1993,1993,0.0,100,1719,1719,0,1719,6,473,30,0,0,0,0
6,80.0,145250,5,11600,1960,1960,175.0,818,1383,1383,0,1383,7,292,45,0,0,0,0
6,,214500,6,11888,1916,1994,0.0,844,844,1445,689,2134,10,441,60,268,0,0,0
5,60.0,78000,5,6402,1920,1950,0.0,596,596,596,596,1192,6,189,0,137,0,0,0
5,,119000,4,10624,1964,1964,84.0,1424,1728,1728,0,1728,10,352,0,0,0,0,0
5,70.0,139000,6,8176,1958,1992,0.0,210,1056,1056,0,1056,6,308,0,0,0,0,0
8,85.0,284000,5,10655,2003,2004,296.0,1603,3206,1629,0,1629,7,880,0,0,0,0,0
7,59.0,207000,5,8198,2004,2004,146.0,638,1358,1358,0,1358,6,484,30,0,0,0,0
6,59.0,192000,5,9042,1998,1998,0.0,115,943,943,695,1638,7,472,38,0,0,0,0
5,,228950,6,164660,1965,1965,0.0,103,1499,1619,167,1786,7,529,0,0,0,0,0
9,86.0,377426,5,14157,2005,2006,200.0,673,1922,1922,0,1922,8,676,51,0,0,0,0
7,70.0,214000,5,9135,2002,2003,113.0,726,1536,1536,0,1536,7,532,74,0,0,0,0
7,91.0,202500,7,14145,1984,1998,0.0,995,1208,1621,0,1621,8,440,45,0,0,0,0
6,66.0,155000,7,12400,1958,1998,176.0,630,1215,1215,0,1215,6,297,0,0,0,234,0
8,85.0,202900,5,14191,2002,2002,0.0,967,967,993,915,1908,9,431,0,0,0,0,0
4,60.0,82000,4,8400,1950,1950,0.0,721,721,841,0,841,4,294,0,24,0,0,0
3,,87500,4,8544,1949,1950,340.0,0,0,1040,0,1040,6,400,0,0,0,0,0
9,63.0,266000,5,8849,2005,2005,616.0,1656,1684,1684,0,1684,6,564,72,0,0,0,0
5,36.0,85000,3,2592,1976,1976,0.0,175,536,536,576,1112,4,336,0,0,0,0,0
6,65.0,140200,5,6435,1939,1950,0.0,972,972,972,605,1577,6,312,0,0,0,0,0
6,,151500,8,12772,1960,1998,0.0,460,958,958,0,958,5,301,0,0,0,0,0
6,,157500,5,17600,1960,1960,30.0,208,1478,1478,0,1478,6,498,40,0,0,0,0
7,36.0,154000,5,2448,2003,2004,106.0,191,764,764,862,1626,6,474,27,0,0,0,0
9,56.0,437154,5,20431,2005,2006,870.0,438,1848,1848,880,2728,10,706,0,0,0,0,0
9,68.0,318061,5,7820,2007,2007,362.0,1869,1869,1869,0,1869,6,617,54,0,0,0,0
7,,190000,5,5271,1986,1986,0.0,371,1453,1453,0,1453,6,445,80,0,0,184,0
5,60.0,95000,6,9084,1941,1950,0.0,0,616,616,495,1111,5,200,0,0,0,0,0
6,60.0,105900,8,8520,1928,2003,0.0,624,624,720,0,720,5,484,0,0,0,0,0
6,60.0,140000,5,8400,1940,2000,0.0,552,940,1192,403,1595,6,240,0,108,0,0,0
6,105.0,177500,5,11249,1995,1995,0.0,322,1200,1200,0,1200,6,521,26,0,0,0,0
6,,173000,6,9248,1992,1992,106.0,598,1158,1167,0,1167,6,400,26,0,0,0,0
5,44.0,134000,5,4224,1976,1976,0.0,268,1142,1142,0,1142,6,528,90,0,0,0,0
5,92.0,130000,4,6930,1958,1958,120.0,468,1062,1352,0,1352,6,288,0,294,0,0,0
8,78.0,280000,5,12011,1998,1998,530.0,130,1086,1086,838,1924,7,592,75,0,0,374,0
6,,156000,6,7540,1978,1978,0.0,115,888,912,0,912,5,470,0,0,0,192,0
5,,145000,5,9144,1940,1982,0.0,484,883,988,517,1505,8,240,0,0,0,0,0
7,64.0,198500,5,7301,2003,2003,500.0,0,0,495,1427,1922,7,672,0,177,0,0,0
6,21.0,118000,8,1680,1972,2007,510.0,321,483,483,504,987,5,264,0,0,0,0,0
6,,190000,5,18800,1976,1976,120.0,84,796,790,784,1574,6,566,111,0,0,0,0
5,59.0,147000,7,10690,1920,1997,0.0,216,672,672,672,1344,6,468,128,218,0,0,0
6,,159000,5,9500,1963,1963,247.0,785,1394,1394,0,1394,6,514,76,0,0,185,0
6,101.0,165000,5,9150,1962,1962,305.0,728,1099,1431,0,1431,6,296,110,0,0,0,0
5,78.0,132000,6,7800,1954,1954,200.0,728,1268,1268,0,1268,7,244,98,0,0,0,0
5,,162000,7,9830,1959,2006,0.0,733,1063,1287,0,1287,7,576,17,0,0,182,0
6,,172400,5,8121,2000,2000,0.0,953,953,953,711,1664,7,460,40,0,0,0,0
4,80.0,134432,4,17120,1959,1959,0.0,0,0,1120,468,1588,7,680,59,0,0,0,0
6,50.0,125000,5,7175,1984,1984,0.0,0,744,752,0,752,4,264,0,0,0,90,0
5,79.0,123000,6,10634,1953,1953,0.0,0,608,1319,0,1319,5,270,0,0,0,0,0
7,65.0,219500,5,8200,2003,2004,0.0,847,847,847,1081,1928,8,434,48,0,0,0,0
1,,61000,1,10020,1922,1950,0.0,333,683,904,0,904,4,0,0,0,0,0,0
5,57.0,148000,5,8846,1996,1996,0.0,572,870,914,0,914,5,576,0,0,0,0,0
8,102.0,340000,5,11143,2004,2005,0.0,1580,1580,1580,886,2466,8,610,214,0,0,0,0
9,88.0,394432,2,11394,2010,2010,350.0,411,1856,1856,0,1856,8,834,0,0,0,0,0
6,60.0,179000,5,8123,2000,2000,16.0,982,982,1007,793,1800,7,463,63,0,0,0,0
5,50.0,127000,6,5000,1924,1950,0.0,808,1026,1026,665,1691,6,308,0,242,0,0,0
7,60.0,187750,5,7200,2006,2006,0.0,1293,1293,1301,0,1301,5,572,121,0,0,0,0
7,79.0,213500,5,9245,2006,2006,0.0,939,939,939,858,1797,8,639,53,0,0,0,0
6,60.0,76000,3,9000,1928,1950,0.0,784,784,784,0,784,5,360,0,91,0,0,0
6,,240000,5,53107,1992,1992,0.0,595,1580,1079,874,1953,9,501,231,0,0,0,0
8,43.0,192000,5,3182,2004,2005,16.0,1232,1256,1269,0,1269,6,430,20,0,0,144,0
5,58.0,81000,3,8410,1910,1996,0.0,658,658,658,526,1184,8,0,151,0,0,0,0
6,72.0,125000,6,7200,1976,1976,255.0,410,1041,1125,0,1125,6,352,0,0,0,0,0
7,93.0,191000,5,9382,1999,2000,125.0,1468,1468,1479,0,1479,6,577,25,0,0,0,0
10,96.0,426000,5,12474,2007,2008,272.0,402,1682,1742,590,2332,9,846,134,0,0,0,0
5,50.0,119000,8,8405,1900,1950,0.0,229,861,961,406,1367,7,384,130,112,0,0,0
6,71.0,215000,5,12209,2001,2002,0.0,114,804,804,1157,1961,7,560,192,0,0,0,0
5,,106500,7,8339,1959,1959,0.0,0,0,882,0,882,5,294,0,0,0,0,0
4,,100000,5,7446,1941,1950,0.0,522,788,788,0,788,4,0,0,0,0,0,0
5,60.0,109000,6,10134,1940,1950,0.0,735,735,735,299,1034,5,240,39,0,0,0,0
5,68.0,129000,6,9571,1956,1956,0.0,405,1144,1144,0,1144,6,596,0,0,0,0,0
5,60.0,123000,5,7200,1972,1972,0.0,117,894,894,0,894,6,600,0,0,0,0,0
5,69.0,169500,5,7590,1962,1962,288.0,324,864,876,936,1812,8,264,168,0,0,0,0
5,60.0,67000,2,8967,1920,1950,0.0,961,961,1077,0,1077,6,338,0,0,0,0,0
7,65.0,241000,5,8125,2006,2007,100.0,280,1092,1112,438,1550,7,438,168,0,0,0,0
8,38.0,245500,5,14963,1996,1996,0.0,474,1260,1288,0,1288,4,500,30,0,0,224,0
7,65.0,164990,5,8767,2005,2005,0.0,1286,1310,1310,0,1310,6,400,0,0,0,0,0
5,60.0,108000,8,10200,1940,1997,0.0,672,672,672,0,672,4,240,0,0,0,0,0
8,93.0,258000,5,12090,1998,1998,650.0,1141,1141,1165,1098,2263,10,420,123,0,0,0,0
6,,168000,5,10364,1995,1996,0.0,806,806,806,766,1572,7,373,40,0,0,0,0
4,,150000,4,9991,1976,1993,0.0,165,1281,1620,0,1620,8,490,78,0,0,0,0
6,51.0,115000,5,10480,1936,1950,0.0,1064,1064,1166,0,1639,6,240,0,0,0,0,0
6,63.0,177000,7,15576,1915,1976,0.0,840,840,840,840,1680,8,308,0,160,0,0,0
7,109.0,280000,5,14154,2006,2006,350.0,1063,1063,1071,1101,2172,9,947,62,0,0,0,0
8,85.0,339750,5,10800,2007,2008,100.0,245,1034,1050,1028,2078,8,836,102,0,0,0,0
5,68.0,60000,3,9571,1958,1958,0.0,1276,1276,1276,0,1276,5,350,0,0,0,0,0
5,100.0,145000,5,34650,1955,1955,0.0,0,1056,1056,0,1056,5,572,0,0,0,0,0
7,,222000,5,4403,2009,2009,432.0,892,1470,1478,0,1478,7,484,144,0,0,0,0
5,56.0,115000,6,8960,1927,1950,0.0,1008,1008,1028,0,1028,5,360,0,130,0,0,0
7,59.0,228000,5,11228,1993,1993,0.0,499,1080,1080,1017,2097,9,678,187,0,0,0,0
7,73.0,181134,5,8899,2007,2007,0.0,1316,1340,1340,0,1340,6,396,30,0,0,0,0
6,74.0,149500,7,7844,1978,1978,203.0,463,672,672,728,1400,6,440,0,0,0,0,0
6,86.0,239000,6,22420,1918,1950,0.0,242,1370,1370,1254,2624,10,864,0,0,0,0,0
5,60.0,126000,6,8160,1940,1950,0.0,444,756,756,378,1134,7,240,0,0,0,0,0
5,65.0,142000,6,8450,1968,1968,0.0,281,1056,1056,0,1056,6,304,85,184,0,0,0
7,78.0,206300,5,7060,1997,1998,200.0,35,1344,1344,0,1344,8,784,0,0,0,0,0
6,,215000,7,16635,1977,2000,126.0,356,1602,1602,0,1602,8,529,0,0,0,0,0
5,100.0,113000,5,21750,1954,1954,0.0,988,988,988,0,988,4,520,0,0,0,0,0
8,80.0,315000,5,9200,1998,1998,473.0,484,1470,1470,1160,2630,8,696,66,0,0,0,0
6,72.0,139000,5,9000,1956,1956,74.0,580,1196,1196,0,1196,6,297,44,0,0,0,0
7,60.0,135000,8,3378,1946,1992,0.0,651,651,707,682,1389,6,240,0,126,0,0,0
7,,275000,5,12800,1989,1989,145.0,0,1518,1644,0,1644,5,569,0,0,0,396,0
4,77.0,109008,6,8593,1957,1957,0.0,619,907,907,0,907,5,352,0,0,0,0,0
7,64.0,195400,5,6762,2007,2007,108.0,544,1208,1208,0,1208,6,628,54,0,0,0,0
6,130.0,175000,5,11457,1988,1988,0.0,387,1392,1412,0,1412,6,576,0,169,0,0,0
6,21.0,85400,5,1680,1971,1971,232.0,96,483,483,504,987,4,264,0,0,0,0,0
6,60.0,79900,7,5586,1920,1998,0.0,901,901,1088,110,1198,7,0,98,0,0,0,0
5,24.0,122500,5,1920,1971,1971,376.0,294,765,765,600,1365,6,440,36,0,0,0,0
6,100.0,181000,5,10839,1997,1998,0.0,926,926,926,678,1604,7,470,36,0,0,0,0
4,21.0,81000,7,1890,1972,1972,0.0,135,630,630,0,630,3,0,0,0,0,0,0
7,43.0,212000,6,10667,1996,1996,0.0,70,799,827,834,1661,6,550,61,0,0,0,0
6,40.0,116000,8,4400,1920,1950,0.0,648,648,734,384,1118,6,440,0,0,0,0,0
6,50.0,119000,7,6000,1926,2004,0.0,884,884,904,0,904,4,180,0,105,0,0,0
5,40.0,90350,6,4280,1913,2002,0.0,75,440,694,0,694,4,352,0,34,0,0,0
6,67.0,110000,8,12354,1920,2000,0.0,684,684,684,512,1196,7,528,46,0,0,0,0
10,105.0,555000,5,15431,2008,2008,200.0,788,3094,2402,0,2402,10,672,72,0,0,170,0
4,92.0,118000,4,12108,1955,1955,270.0,1307,1440,1440,0,1440,8,0,0,0,0,0,0
5,52.0,162900,7,6240,1930,1992,0.0,1078,1078,1128,445,1573,8,360,0,0,0,0,0
7,53.0,172500,5,3922,2006,2007,72.0,1258,1258,1258,0,1258,6,648,16,0,0,0,0
7,70.0,210000,5,8750,1994,1995,0.0,273,915,933,975,1908,8,493,133,0,0,0,0
6,73.0,127500,5,9855,1956,1956,0.0,1436,1436,1689,0,1689,7,480,0,0,0,0,0
6,137.0,190000,6,16492,1966,2002,0.0,557,1517,1888,0,1888,6,578,0,0,0,0,0
7,,199900,5,11214,1998,1999,0.0,930,930,956,930,1886,10,431,0,0,0,0,0
6,50.0,119500,6,8600,1937,1950,0.0,780,780,780,596,1376,7,198,0,0,0,0,0
3,50.0,120000,7,6000,1948,2002,0.0,318,649,679,504,1183,6,308,176,0,0,0,0
6,70.0,110000,8,5684,1930,2005,0.0,813,813,813,0,813,5,270,113,0,0,0,0
7,62.0,280000,5,70761,1975,1975,0.0,878,1533,1533,0,1533,5,576,54,0,0,0,0
6,,204000,5,9303,1996,1997,42.0,130,872,888,868,1756,7,422,122,0,0,0,0
8,75.0,210000,5,9000,2008,2008,0.0,768,768,786,804,1590,6,676,30,0,0,0,0
5,63.0,188000,5,9297,1976,1976,0.0,122,1728,1728,0,1728,8,560,0,0,0,0,0
7,80.0,175500,6,9600,1973,1973,320.0,326,1242,1242,0,1242,6,528,0,0,0,0,0
5,34.0,98000,5,4571,1916,1950,0.0,624,624,624,720,1344,7,513,0,96,0,0,0
4,,256000,6,53227,1954,1994,0.0,248,1364,1663,0,1663,6,529,137,0,0,0,0
8,,161000,7,5100,1925,1996,0.0,588,588,833,833,1666,7,228,63,0,0,0,0
5,,110000,4,7015,1950,1950,161.0,524,709,979,224,1203,5,352,0,248,0,0,0
8,75.0,263435,5,8004,2009,2009,110.0,288,832,832,1103,1935,8,552,150,0,0,0,0
7,60.0,155000,9,7200,1936,2007,0.0,0,560,575,560,1135,6,576,0,0,0,0,0
5,60.0,62383,5,8281,1965,1965,0.0,0,864,864,0,864,5,360,0,236,0,0,0
6,74.0,188700,7,11988,1934,1995,0.0,389,715,849,811,1660,6,240,0,0,0,0,0
5,60.0,124000,5,8430,1978,1978,136.0,424,1040,1040,0,1040,5,0,0,0,0,0,0
7,,178740,5,3072,2004,2004,18.0,1375,1375,1414,0,1414,6,398,20,0,0,0,0
7,85.0,167000,5,10628,1970,1970,0.0,499,1277,1277,0,1277,5,526,0,0,0,176,0
5,79.0,146500,7,9480,1942,1995,224.0,342,728,888,756,1644,7,312,0,0,0,0,0
8,98.0,250000,5,11428,2006,2006,248.0,1626,1626,1634,0,1634,7,866,44,0,0,0,0
6,76.0,187000,5,9291,1993,1993,120.0,406,832,832,878,1710,7,506,70,0,0,0,0
8,,212000,5,6820,1985,1985,0.0,0,1488,1502,0,1502,4,528,54,0,0,140,0
7,92.0,190000,6,11952,1977,1977,0.0,808,808,1161,808,1969,8,534,0,0,0,276,0
6,35.0,148000,5,3675,2005,2005,80.0,88,547,1072,0,1072,5,525,28,0,0,0,0
8,110.0,440000,5,14977,2006,2007,304.0,626,1976,1976,0,1976,7,908,63,0,0,0,0
8,41.0,251000,5,5330,2000,2000,0.0,298,1494,1652,0,1652,6,499,48,0,0,0,0
5,80.0,132500,6,8480,1963,1963,0.0,340,970,970,0,970,5,624,24,0,0,192,0
6,75.0,208900,5,13125,1997,1998,215.0,484,1478,1493,0,1493,7,508,39,0,0,0,0
9,105.0,380000,5,13693,2006,2006,772.0,2153,2153,2069,574,2643,9,694,84,0,0,0,0
8,79.0,297000,5,10637,2007,2008,336.0,417,1705,1718,0,1718,7,826,44,0,0,0,0
4,50.0,89471,7,5925,1937,2000,435.0,739,907,1131,0,1131,7,672,72,0,0,0,0
9,98.0,326000,5,16033,2004,2005,378.0,572,1833,1850,0,1850,8,772,112,0,0,0,0
9,72.0,374000,5,11846,2003,2004,562.0,225,1792,1792,0,1792,6,874,49,0,0,0,0
7,50.0,155000,8,2500,1915,2005,0.0,611,910,916,910,1826,7,164,0,0,0,0,0
6,32.0,164000,5,4500,1998,1998,116.0,319,1216,1216,0,1216,5,402,125,0,0,0,0
5,,132500,7,7758,1962,2001,0.0,411,999,999,0,999,6,264,132,0,0,0,0
5,80.0,147000,7,9600,1950,2007,0.0,506,1113,1113,0,1113,5,264,80,120,0,0,0
5,79.0,156000,7,10289,1965,1965,168.0,237,1073,1073,0,1073,6,515,0,0,0,0,0
5,70.0,175000,6,12243,1971,1971,0.0,486,1484,1484,0,1484,7,487,0,0,0,180,0
5,60.0,160000,4,10800,1900,1970,0.0,290,954,1766,648,2414,10,520,0,0,0,0,0
4,21.0,86000,8,1526,1970,2002,0.0,115,630,630,0,630,3,286,0,0,0,0,0
5,,115000,6,2665,1976,1976,0.0,264,264,616,688,1304,4,336,24,0,0,0,0
6,79.0,133000,7,9490,1941,1950,0.0,238,806,958,620,1578,5,240,0,32,0,0,0
6,105.0,172785,5,15578,2006,2006,0.0,728,728,728,728,1456,8,429,0,0,0,0,0
5,70.0,155000,6,7931,1960,1960,0.0,363,1269,1269,0,1269,6,308,0,0,0,0,0
5,50.0,91300,8,5784,1938,1996,0.0,190,190,886,0,886,4,273,20,80,0,0,0
4,60.0,34900,5,7879,1920,1950,0.0,225,720,720,0,720,4,0,523,115,0,0,0
8,,430000,5,12692,1992,1993,0.0,1969,3200,3228,0,3228,10,546,75,291,0,0,0
7,60.0,184000,6,9120,1925,1950,0.0,697,1026,1133,687,1820,8,240,100,0,0,0,0
5,65.0,130000,7,7800,1967,2004,89.0,414,864,899,0,899,5,288,0,0,0,0,0
5,70.0,120000,7,7535,1958,1985,0.0,522,912,912,0,912,5,297,285,0,0,0,0
6,21.0,113000,5,1890,1973,1973,285.0,316,672,672,546,1218,7,264,28,0,0,0,0
7,75.0,226700,5,9803,2005,2005,0.0,466,866,866,902,1768,7,603,108,0,0,0,0
5,70.0,140000,7,9170,1965,1965,0.0,420,1214,1214,0,1214,6,461,0,184,0,0,0
7,100.0,289000,8,15602,1959,1997,0.0,254,1501,1801,0,1801,6,484,54,0,0,161,0
6,24.0,147000,5,2308,1974,1974,0.0,103,855,855,467,1322,6,440,0,0,0,0,0
5,60.0,124500,5,7596,1952,1952,360.0,960,960,960,1000,1960,10,400,0,0,0,0,0
8,80.0,215000,5,9554,1993,1994,125.0,397,777,1065,846,1911,8,471,81,0,0,0,0
6,75.0,208300,5,7862,2009,2009,0.0,1191,1218,1218,0,1218,4,676,102,0,0,0,0
7,60.0,161000,9,9600,1928,2005,0.0,548,689,689,689,1378,7,360,0,116,0,0,0
5,80.0,124500,6,9600,1959,1959,132.0,50,1041,1041,0,1041,6,270,88,0,0,0,0
5,75.0,164900,7,14559,1951,2000,70.0,178,1008,1363,0,1363,6,288,42,0,0,168,0
7,40.0,202665,5,6792,2005,2006,94.0,1368,1368,1368,0,1368,6,474,35,0,0,0,0
5,70.0,129900,5,9100,1958,1958,0.0,169,864,864,0,864,5,624,0,0,0,0,0
6,71.0,134000,5,9187,1983,1983,0.0,748,1084,1080,0,1080,5,484,0,158,0,0,0
5,55.0,96500,5,10594,1926,1950,0.0,768,768,789,0,789,5,200,0,112,0,0,0
10,94.0,402861,5,12220,2009,2009,305.0,570,2006,2020,0,2020,9,900,54,0,0,0,0
6,,158000,6,10448,1972,1972,333.0,689,689,1378,741,2119,7,583,104,0,0,0,0
7,79.0,265000,5,10208,1996,1997,921.0,1264,1264,1277,1067,2344,7,889,0,0,0,0,0
6,,211000,5,9531,1998,1998,0.0,88,794,882,914,1796,7,546,36,0,0,0,0
7,53.0,234000,9,10918,1926,2004,0.0,1276,1276,1276,804,2080,9,282,0,0,0,145,0
4,60.0,106250,7,10800,1900,2000,0.0,0,0,694,600,1294,7,0,114,210,0,0,0
6,90.0,150000,6,11988,1957,1957,0.0,467,1244,1244,0,1244,6,336,40,0,0,0,0
6,50.0,159000,7,5000,1947,1950,0.0,605,1004,1004,660,1664,7,420,24,36,0,0,0
10,130.0,184750,5,40094,2007,2008,762.0,878,3138,3138,1538,4676,11,884,406,0,0,0,0
7,95.0,315750,5,11787,1996,1997,594.0,660,1379,1383,1015,2398,8,834,60,0,0,0,0
7,62.0,176000,5,7500,2005,2005,0.0,1257,1257,1266,0,1266,6,453,144,0,0,0,0
5,70.0,132000,7,13300,1956,2000,0.0,551,928,928,0,928,4,252,0,156,0,0,0
9,67.0,446261,5,14948,2008,2008,268.0,122,1452,1476,1237,2713,11,858,66,0,0,0,0
4,58.0,86000,7,9098,1920,2002,0.0,180,528,605,0,605,5,0,0,144,0,0,0
6,,200624,3,32668,1957,1975,,816,2035,2515,0,2515,9,484,0,200,0,0,0
6,85.0,175000,5,10200,1988,1989,219.0,678,1461,1509,0,1509,5,600,0,0,0,0,0
6,60.0,128000,8,6155,1920,1999,0.0,611,611,751,611,1362,6,502,0,84,0,0,0
5,60.0,107500,7,7200,1955,2007,0.0,0,0,827,0,827,5,392,0,0,0,0,0
1,50.0,39300,3,5000,1946,1950,0.0,0,0,334,0,334,2,0,0,0,0,0,0
8,74.0,178000,5,9056,2004,2004,0.0,707,707,707,707,1414,6,403,35,0,0,0,0
5,70.0,107500,7,7000,1910,1991,0.0,148,1117,820,527,1347,5,0,0,148,0,0,0
7,57.0,188000,5,8924,1998,1999,0.0,880,880,880,844,1724,8,527,155,0,0,0,0
4,,111250,5,12735,1972,1972,0.0,264,864,864,0,864,5,576,0,0,0,0,0
5,,158000,5,11553,1968,1968,188.0,378,1051,1159,0,1159,7,336,0,0,0,0,0
8,,272000,5,11423,2001,2002,479.0,223,1581,1601,0,1601,6,670,0,0,0,0,0
9,85.0,315000,5,14601,2006,2006,584.0,578,1838,1838,0,1838,8,765,68,0,0,0,0
8,,248000,5,11000,2000,2000,72.0,969,969,997,1288,2285,8,648,56,0,0,0,0
7,78.0,213250,5,10140,1998,1999,0.0,379,1650,1680,0,1680,7,583,73,0,0,0,0
7,34.0,133000,5,4058,1998,1998,182.0,0,723,767,0,767,4,367,40,0,0,0,0
7,58.0,179665,5,17104,2006,2006,0.0,100,654,664,832,1496,7,426,24,0,0,0,0
7,,229000,5,13837,1988,1988,178.0,0,1204,1377,806,2183,9,786,0,0,0,0,0
6,70.0,210000,7,8737,1923,1950,0.0,765,1065,915,720,1635,6,440,38,0,144,0,0
5,54.0,129500,7,7244,1970,1970,0.0,149,768,768,0,768,5,624,0,0,0,0,0
5,49.0,125000,7,8235,1955,1995,0.0,0,825,825,0,825,4,720,50,0,0,0,0
7,75.0,263000,5,9375,2003,2004,0.0,912,912,912,1182,2094,8,615,182,0,0,0,0
6,53.0,140000,6,4043,1977,1977,0.0,510,1069,1069,0,1069,4,440,55,0,0,200,0
5,50.0,112500,6,6000,1957,1957,0.0,620,928,928,0,928,5,288,0,0,0,0,0
8,87.0,255500,5,11146,2006,2006,250.0,1709,1709,1717,0,1717,7,908,39,0,0,0,0
